Gene	Category	DMSO	Size	rho	p	FDR	depleted	enriched
ZGPAT	Other	0.028068588819333	10	0.284333999021512	0.919432685665704	0.999969004056041	NA	513
KDM1A	Other	0.15827149990978	10	0.288743997797769	0.923400166492499	0.999969004056041	NA	514
RFWD2	Other	-0.00575449633506573	10	0.290160327992792	0.924542588427	0.999969004056041	459	NA
APOBEC2	Other	0.149081964465969	10	0.290881954636753	0.925100515418268	0.999969004056041	NA	515
TRIM66	Other	-0.0569604687533762	10	0.291352699187817	0.92541933084185	0.999969004056041	460	NA
TDRD9	Other	0.0362788329877327	10	0.291430556773668	0.92547246674578	0.999969004056041	NA	516
CTBP2	Other	0.0756006226584339	10	0.291561726537955	0.925569882569652	0.999969004056041	NA	517
FBXL19	Other	-0.0720845000683964	10	0.293642587909145	0.92733222338334	0.999969004056041	461	NA
MAX	Other	0.00525789010500007	10	0.295099315956107	0.92848350130183	0.999969004056041	NA	518
PARP9	Other	0.0777880705387522	10	0.296941084516339	0.929997874563843	0.999969004056041	NA	519
JMJD8	Other	0.110280522575226	10	0.297939221559111	0.930812625090774	0.999969004056041	NA	520
PHF14	Other	0.00460255771864107	10	0.299342677958151	0.932017038913194	0.999969004056041	NA	521
ACTR3B	Other	0.0535750684418086	10	0.301381186490893	0.933504844223242	0.999969004056041	NA	522
SMARCAL1	Other	0.0358721611821819	10	0.301506721280409	0.933628827999079	0.999969004056041	NA	523
DNMT1	Other	-0.182021883542254	10	0.301938153816567	0.934009635310579	0.999969004056041	462	NA
PHF21A	Other	0.0193311458612237	10	0.302123905490247	0.934195610974335	0.999969004056041	NA	524
SMEK2	Other	-0.0032613136413939	10	0.303984050786957	0.935532864556581	0.999969004056041	463	NA
TRIB3	Other	0.032209894052847	10	0.304027417302672	0.935568288492534	0.999969004056041	NA	525
USP2	Other	-0.0153152556676513	10	0.304543023243191	0.935895959900105	0.999969004056041	464	NA
USP18	Other	-0.0272429563549594	10	0.304804478007562	0.936090791547849	0.999969004056041	465	NA
RING1	Other	0.105501545372734	10	0.306360645579933	0.937330629306222	0.999969004056041	NA	526
H2AFX	Other	-0.0123739266209991	10	0.306932538337367	0.937693724649746	0.999969004056041	466	NA
METTL18	Other	0.161906091325134	10	0.307139746751637	0.937870844329513	0.999969004056041	NA	527
TDRKH	Other	-0.130173835269001	10	0.307919522374067	0.938508475176677	0.999969004056041	467	NA
PRDM11	Other	0.0512920582232962	10	0.309030100219505	0.939491489399387	0.999969004056041	NA	528
FMR1	Other	0.106551350507029	10	0.309780570483206	0.940058272374644	0.999969004056041	NA	529
METTL16	Other	0.000741461229025598	10	0.311095681964678	0.941014718645389	0.999969004056041	NA	530
RPS17	Essential	-0.16928899133419	10	0.311516027099583	0.941342390052959	0.999969004056041	468	NA
STK19	Other	0.0593501320954219	10	0.312024295918548	0.941776333268389	0.999969004056041	NA	531
KLF4	Other	0.164727402223001	10	0.31268537669651	0.942298836323704	0.999969004056041	NA	532
BRD4	Other	-0.115611128151304	10	0.313735382653477	0.943113586850635	0.999969004056041	469	NA
UBE3B	Other	-0.0171507812049184	10	0.314110140891779	0.943290706530403	0.999969004056041	470	NA
H1FOO	Nonessential	-0.0594343591072328	10	0.314474480158714	0.943538674082077	0.999969004056041	471	NA
EYA3	Other	0.110677156101674	10	0.31656800651871	0.944991055456172	0.999969004056041	NA	533
GNAS	Other	-0.0782654291830476	10	0.318274087261189	0.946142333374661	0.999969004056041	472	NA
PRKAB1	Other	0.029377453116671	10	0.3187082982483	0.946416868878301	0.999969004056041	NA	534
ATAD2B	Other	0.0619367838154693	10	0.319413496399272	0.94680653217379	0.999969004056041	NA	535
CDK3	Other	0.0122342670429225	10	0.320880628015328	0.947975522060256	0.999969004056041	NA	536
HDGFRP2	Other	-0.00966003945795823	10	0.322078359435138	0.948923112347013	0.999969004056041	473	NA
L3MBTL2	Other	0.0855116458652545	10	0.322459763231271	0.949241927770595	0.999969004056041	NA	537
H1FNT	Other	0.14092946706387	10	0.32266149933241	0.949357055562444	0.999969004056041	NA	538
BCOR	Other	-0.117862505102743	10	0.322841343421007	0.949481039338281	0.999969004056041	474	NA
SP110	Other	-0.115617921044619	10	0.323129364491259	0.949693582954002	0.999969004056041	475	NA
MYOD1	Other	0.0805448930645467	10	0.323796106755527	0.95019837404134	0.999969004056041	NA	539
EID1	Other	0.00417273488862277	10	0.327226725544956	0.952740041446005	0.999969004056041	NA	540
NCOR2	Other	-0.0726498873759063	10	0.327425667641094	0.952881737189819	0.999969004056041	476	NA
AKT2	Other	0.0120552107462659	10	0.327817803857121	0.95309428080554	0.999969004056041	NA	541
SAP25	Other	-0.0124731584830636	10	0.328009791720714	0.953191696629412	0.999969004056041	477	NA
MAPKAPK2	Other	0.0660170617981759	10	0.329177521055627	0.954059583060274	0.999969004056041	NA	542
LMO7	Other	-0.0869070597105774	10	0.329547240436911	0.954307550611948	0.999969004056041	478	NA
HCFC2	Other	0.0287835192129645	10	0.329815880138212	0.954528950211658	0.999969004056041	NA	543
CIC	Other	0.0760442838809823	10	0.329932030633592	0.95462636603553	0.999969004056041	NA	544
NF2	Other	0.000835570247721251	10	0.330316991436716	0.954821197683275	0.999969004056041	NA	545
JADE3	Other	0.0300776664454022	10	0.330702122545259	0.955069165234949	0.999969004056041	NA	546
PELP1	Other	0.0192972577040593	10	0.331087423657785	0.955308276802636	0.999969004056041	NA	547
HDAC11	Other	0.0390741642936993	10	0.331280137871231	0.955414548610496	0.999969004056041	NA	548
MSH2	Other	0.11751738814669	10	0.332119522474402	0.955963619617776	0.999969004056041	NA	549
MINA	Other	0.090654551768863	10	0.332244343998762	0.956043323473671	0.999969004056041	NA	550
JMJD4	Other	0.0630378506680227	10	0.332437311971408	0.956149595281532	0.999969004056041	NA	551
H2AFZ	Other	0.00861930712758593	10	0.33263210943034	0.956238155121416	0.999969004056041	NA	552
CDKN1A	Other	0.0244499533305201	10	0.333028051139102	0.956468410705113	0.999969004056041	NA	553
TDRD5	Other	0.0958535688686785	10	0.333402783484612	0.956778370144707	0.999969004056041	NA	554
ZBTB7C	Other	0.0826789450830856	10	0.33494971839384	0.957717104447475	0.999969004056041	NA	555
ZRANB3	Other	0.00573013846354967	10	0.336111670586023	0.95839901521458	0.999969004056041	NA	556
CUL5	Other	0.073906436632517	10	0.336266525713838	0.958478719070476	0.999969004056041	NA	557
ALKBH4	Other	-0.0122201067397036	10	0.336499319874934	0.95862041481429	0.999969004056041	479	NA
FBXO21	Other	0.0942110670967232	10	0.33708110389998	0.95900122212579	0.999969004056041	NA	558
SETD1B	Other	0.104634591827281	10	0.341163926803268	0.961622593386351	0.999969004056041	NA	559
ALKBH7	Other	-0.0472155265393735	10	0.341358794504724	0.961693441258258	0.999969004056041	480	NA
CHD1	Other	0.0308027030904724	10	0.344467789487767	0.963659469703679	0.999969004056041	NA	560
PTPN22	Other	-0.0191636062287897	10	0.346047645772594	0.964651339910377	0.999969004056041	481	NA
MIB1	Other	0.0336051913717453	10	0.346387218335879	0.964784179670203	0.999969004056041	NA	561
USP42	Other	0.119497203136083	10	0.347027367603697	0.965218122885634	0.999969004056041	NA	562
NEK6	Other	-0.0194644286646362	10	0.348108671999025	0.965820329796844	0.999969004056041	482	NA
MAP3K7	Other	0.129328976932312	10	0.348400625340967	0.966041729396553	0.999969004056041	NA	563
RAG1	Other	-0.199592936670858	10	0.348456854395256	0.966094865300483	0.999969004056041	483	NA
MBD5	Other	-0.000250754233978	10	0.348707896342628	0.966218849076321	0.999969004056041	484	NA
TBX3	Other	0.0890640947786461	10	0.349972399900272	0.966865335907473	0.999969004056041	NA	564
TRAF6	Other	0.0752111518729779	10	0.350169046045449	0.966980463699322	0.999969004056041	NA	565
METTL20	Other	0.064766005703187	10	0.354610256102669	0.969486707168033	0.999969004056041	NA	566
GFI1B	Other	0.0478108121442391	10	0.356679784723838	0.97048743335872	0.999969004056041	NA	567
ALDH7A1	Other	-0.0557383524074339	10	0.35727370445116	0.970823960750279	0.999969004056041	485	NA
FBXO2	Other	0.0350034803429632	10	0.357677798366542	0.971063072317965	0.999969004056041	NA	568
ING4	Other	-0.0268705635937678	10	0.357868469880175	0.971151632157849	0.999969004056041	486	NA
SOCS1	Other	-0.126393190475443	10	0.358859121683201	0.971709559149117	0.999969004056041	487	NA
ALKBH5	Other	-0.00499965551148287	10	0.359057464933951	0.971806974972989	0.999969004056041	488	NA
GADD45G	Other	0.0247122606537347	10	0.359255844957803	0.971877822844896	0.999969004056041	NA	569
GNAQ	Other	0.0468645818817439	10	0.360049731958906	0.972214350236455	0.999969004056041	NA	570
AXIN1	Other	-0.0355102949093772	10	0.360319503361121	0.972400325900211	0.999969004056041	489	NA
BRCA2	Other	0.0749399806476335	10	0.360645531303808	0.972604013531944	0.999969004056041	NA	571
RPN2	Essential	-0.0483631727057839	10	0.360844204025581	0.972710285339804	0.999969004056041	490	NA
PELI1	Other	0.0943326599543453	10	0.362434892751842	0.97349846791477	0.999969004056041	NA	572
CBX6	Other	0.0684365070908435	10	0.365024675813685	0.974711737721178	0.999969004056041	NA	573
HSPA1B	Other	-0.026991345761961	10	0.3658227442816	0.975145680936609	0.999969004056041	491	NA
RAC1	Other	0.0790946770320089	10	0.36646555523968	0.975561912184063	0.999969004056041	NA	574
WHSC1L1	Other	0.110010072502855	10	0.366946035514888	0.975818735719726	0.999969004056041	NA	575
MORF4L2	Other	-0.0790581324792634	10	0.368420359890687	0.976527214438796	0.999969004056041	492	NA
MLH1	Other	-0.0506319849430273	10	0.369548157435255	0.977129421350006	0.999969004056041	493	NA
TESK2	Other	0.0681280569757009	10	0.369621249175842	0.977182557253936	0.999969004056041	NA	576
PRDM16	Other	-0.090433976042268	10	0.371084097491846	0.97787332400503	0.999969004056041	494	NA
PHF19	Other	0.0404761624774699	10	0.371812657166234	0.978280699268496	0.999969004056041	NA	577
SMEK1	Other	0.0737184984754673	10	0.373633146297573	0.979254857507218	0.999969004056041	NA	578
POLE3	Other	0.0333523150564317	10	0.373964083419671	0.979440833170974	0.999969004056041	NA	579
METTL24	Other	0.0246584681414186	10	0.374286720798108	0.979609096866753	0.999969004056041	NA	580
SMARCA2	Other	0.1079907365051	10	0.376046777326442	0.980547831169521	0.999969004056041	NA	581
METTL21A	Other	0.0249042490360169	10	0.37676456147972	0.980724950849289	0.999969004056041	NA	582
APOBEC3D	Other	0.0805083988060235	10	0.380897321894142	0.981433429568359	0.999969004056041	NA	583
COL2A1	Other	-0.0166463093860465	10	0.381721490603026	0.98159283728015	0.999969004056041	495	NA
PRDM4	Other	0.125292442514145	10	0.386551521536761	0.982327883951186	0.999969004056041	NA	584
BRMS1L	Other	0.15995191038703	10	0.38924280847348	0.98279725110257	0.999969004056041	NA	585
DICER1	Other	0.11426225226514	10	0.391463272718918	0.983319754157885	0.999969004056041	NA	586
PARP3	Other	0.068460091013242	10	0.395251233959492	0.98394852902106	0.999969004056041	NA	587
RBL1	Other	0.0228652779029379	10	0.395877495263823	0.98400166492499	0.999969004056041	NA	588
HSPA1A	Other	0.0555917501740886	10	0.396295107680163	0.984081368780885	0.999969004056041	NA	589
BRD3	Other	-0.0019654089813448	10	0.400057324449632	0.984772135531979	0.999969004056041	496	NA
PIAS4	Other	0.0452285160437362	10	0.40907042370871	0.98618909297012	0.999969004056041	NA	590
SMO	Other	0.0490263862133802	10	0.413063636049029	0.986764731929365	0.999969004056041	NA	591
NEDD4	Other	0.0924045157984848	10	0.41516777630018	0.98706583538497	0.999969004056041	NA	592
ELP3	Other	0.0468477528422764	10	0.418116286098642	0.987606050408261	0.999969004056041	NA	593
TP63	Other	0.0712235666237866	10	0.434288201972648	0.989882038293275	0.999969004056041	NA	594
SMARCD2	Other	0.075066466956939	10	0.434383553034206	0.989899750261252	0.999969004056041	NA	595
TAF6L	Other	0.052057072862646	10	0.441589588708907	0.99083848456402	0.999969004056041	NA	596
H2AFY	Other	0.0768420703520071	10	0.442862466080113	0.990997892275811	0.999969004056041	NA	597
ZMYM2	Other	0.0824279337137065	10	0.443721362214852	0.99111302006766	0.999969004056041	NA	598
KAT6B	Other	0.0410513989295475	10	0.443981115876829	0.991130732035637	0.999969004056041	NA	599
SIRT2	Other	0.0631176430834823	10	0.44498467471996	0.991192723923555	0.999969004056041	NA	600
ING5	Other	0.0922136728519637	10	0.453664193278672	0.992335145858056	0.999969004056041	NA	601
CARM1	Other	0.0295750091307878	10	0.470079556247737	0.994221470447581	0.999969004056041	NA	602
SMARCA1	Other	0.0710446527431901	10	0.471570266321112	0.994327742255442	0.999969004056041	NA	603
ASH1L	Other	-0.0026296936815325	10	0.474126026456696	0.99455799783914	0.999969004056041	497	NA
USP11	Other	0.0727385290948811	10	0.47710805271326	0.994859101294745	0.999969004056041	NA	604
ASXL3	Other	0.0197829367592019	10	0.480298009447021	0.995124780814396	0.999969004056041	NA	605
CHFR	Other	0.0792438020519979	10	0.483072542483028	0.995381604350059	0.999969004056041	NA	606
ARID1B	Other	0.035870411977814	10	0.489036663073204	0.99581554756549	0.999969004056041	NA	607
ALKBH1	Other	0.0608707746049179	10	0.49115254368714	0.995992667245258	0.999969004056041	NA	608
FGFR2	Other	0.0735800069922013	10	0.493934683538351	0.996231778812944	0.999969004056041	NA	609
H2AFY2	Other	0.0651054990147829	10	0.495212182297045	0.996346906604793	0.999969004056041	NA	610
BCORL1	Other	0.0397996543569723	10	0.500732947473156	0.996718857932305	0.999969004056041	NA	611
SETBP1	Other	-0.0163589017115607	10	0.501035658416406	0.99674542588427	0.999969004056041	498	NA
NAT16	Other	0.0597882504680827	10	0.515415457513189	0.997569032395189	0.999969004056041	NA	612
AFF3	Other	0.0403470580739531	10	0.530679821207269	0.998286367098248	0.999969004056041	NA	613
L3MBTL1	Other	0.081639278885033	10	0.53850107224578	0.998516622681946	0.999969004056041	NA	614
PAGR1	Other	0.0686703574293617	10	0.544196674567659	0.998764590233621	0.999969004056041	NA	615
PRKAB2	Essential	0.124821821170476	10	0.549250181003885	0.9989328539294	0.999969004056041	NA	616
ELP6	Other	-0.0262468549334936	10	0.564560521083755	0.999349085176854	0.999969004056041	499	NA
HDAC7	Other	0.057756809751436	10	0.566858818936109	0.999419933048761	0.999969004056041	NA	617
ALDH1A2	Other	0.0232315646534973	10	0.596282980788703	0.99991586815211	0.999969004056041	NA	618
EID2	Other	0.0447666370069155	10	0.60345650600771	0.999969004056041	0.999969004056041	NA	619
